PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 13.8 uM,Standard Deviation,Inhibition at 13.8 uM [1],Inhibition at 13.8 uM [2],Inhibition at 13.8 uM [3]
RESULT_TYPE,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound,Percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.,Percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.,Percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.
RESULT_UNIT,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
861,49642369,3129252,Active,21,,,31.55,3.39392,27.6842,31.0136,35.9459
862,49642398,24746879,Active,44,,,65.91,3.10606,62.1251,65.8728,69.733
863,49642534,3136121,Active,23,,,34.89,1.51589,36.9883,33.4651,34.2115
864,49642555,3115457,Active,53,,,79.19,1.65922,77.0315,81.065,79.4807
865,49642556,1082733,Active,46,,,68.74,0.456384,68.2843,68.5649,69.3618
866,49642560,929513,Active,49,,,73.39,1.51293,71.4937,73.468,75.1969
867,49642626,3217670,Inactive,8,,,11.99,1.56725,12.2342,13.7705,9.95557
868,49642785,3129250,Active,18,,,26.88,1.76998,29.226,24.9473,26.4804
869,49642892,2920814,Active,17,,,25.31,1.57609,23.3672,25.3456,27.2275
870,49642997,3132202,Active,22,,,33.05,1.2024,31.3657,33.7247,34.0724
871,49643008,2876731,Active,18,,,27.96,2.02985,30.27,25.3278,28.2697
872,49643012,3129244,Active,18,,,26.9,0.550759,27.6692,26.6203,26.41
873,49643115,3129251,Inactive,12,,,18.22,2.21528,16.3573,16.966,21.3313
874,49643535,18473135,Inactive,11,,,17.54,2.15505,20.0469,14.7857,17.7897
875,49643548,3129247,Active,16,,,24.71,0.509846,25.4086,24.5204,24.2042
876,49643640,1451421,Active,41,,,60.49,2.73744,64.2055,59.5776,57.6895
877,49643731,24747016,Active,18,,,26.63,1.24509,25.4446,28.3494,26.092
878,49643802,3221474,Active,25,,,38.13,0.974228,36.8809,38.2597,39.2571
879,49644106,713572,Active,55,,,81.75,1.91367,83.4368,82.7412,79.0744
880,49644187,3153154,Active,44,,,66.27,5.19949,64.6594,60.8551,73.2835
881,49644338,2890983,Inactive,0,,,-0.43,1.38261,-2.38347,0.413862,0.668514
882,49644946,2876744,Active,21,,,31.36,1.44954,31.004,29.7879,33.2849
883,49644997,2872206,Active,24,,,36.79,2.10105,33.9192,38.8886,37.5632
884,49645517,619865,Inactive,4,,,6.19,1.7241,3.75388,7.49801,7.31782
885,49645961,3129253,Inactive,14,,,21.74,2.43617,23.9982,18.3591,22.869
886,49646348,16404087,Active,22,,,32.96,2.36013,31.5498,36.2858,31.0467
887,49646354,16404356,Active,20,,,30.82,1.90676,28.769,33.362,30.3314
888,49646382,16664653,Inactive,3,,,5.7,1.07699,4.39019,7.02809,5.68365
889,49646408,3749379,Inactive,1,,,2.45,0.943598,2.96948,3.26205,1.13019
890,49646839,16405253,Active,25,,,37.8,0.416583,37.6825,37.3577,38.3579
891,49646845,16405308,Active,21,,,30.98,0.314583,30.8479,30.6769,31.4131
892,49647467,4367682,Active,23,,,34.64,0.988267,34.6254,33.4381,35.8587
893,49647582,757946,Active,55,,,81.9,1.39175,83.6267,80.2186,81.8526
894,49647767,6061070,Active,64,,,94.48,1.09581,93.0104,94.7848,95.6417
895,49647917,1181832,Active,64,,,95.36,1.90754,97.9655,93.4593,94.6423
896,49648649,906693,Inactive,12,,,19.13,1.27287,17.7271,18.8497,20.8075
897,49648785,1332923,Active,40,,,60.01,0.322928,60.3142,60.151,59.5623
898,49648815,24747928,Active,22,,,33.26,0.603848,33.5564,33.7998,32.4146
899,49648960,806173,Active,17,,,26.28,0.628182,26.8443,26.5898,25.4028
900,49649048,2909821,Inactive,10,,,16.01,1.32743,16.9641,16.9401,14.1363
901,49649489,995260,Active,56,,,83.74,1.39982,85.715,82.9248,82.5939
902,49649620,6060654,Active,60,,,89.38,0.558047,89.92,88.6098,89.6023
903,49649744,2790062,Active,20,,,30.19,1.97938,31.7713,31.3977,27.3981
904,49665050,6227929,Inactive,5,,,8.84,0.522297,8.96803,9.39817,8.13964
905,49665604,865075,Active,48,,,72.05,1.07619,70.6495,73.2661,72.2346
906,49665612,1222695,Inactive,0,,,-3.78,2.00824,-6.12819,-1.22238,-3.98892
907,49665801,371687,Inactive,0,,,-6.68,1.18835,-8.1469,-5.23623,-6.66389
908,49665974,5525231,Active,23,,,35.32,2.45177,32.6136,34.7936,38.5498
909,49666206,1491276,Active,37,,,54.61,4.56993,61.0031,50.5814,52.2538
910,49666332,54678152,Inactive,7,,,11.25,1.26196,10.2557,10.4572,13.0278
911,49666538,16412981,Inactive,0,,,0.15,1.1296,1.62145,-0.0495749,-1.12395
912,49666574,3705005,Active,48,,,71.05,2.65106,71.082,74.2814,67.7879
913,49666578,3674522,Inactive,0,,,-1.09,2.30767,-4.19855,1.33012,-0.414741
914,49666601,1470719,Active,18,,,26.66,2.51536,30.0869,24.1208,25.7714
915,49667061,24761148,Inactive,3,,,4.85,1.01439,4.37535,6.26403,3.92143
916,49667108,4872337,Active,53,,,78.77,0.827048,78.2307,78.1379,79.9369
917,49667360,726408,Inactive,0,,,-9.09,0.827697,-8.72562,-8.31226,-10.2379
918,49667766,910973,Active,69,,,102.64,0.52125,102.867,101.924,103.14
919,49668066,20889067,Inactive,12,,,18.3,0.684235,18.5788,18.9707,17.3635
920,49668219,17577500,Active,27,,,40.34,0.973021,41.605,40.1849,39.2373
921,49668436,708959,Inactive,4,,,6.55,2.35438,7.49768,3.30855,8.83565
922,49668635,676052,Active,24,,,35.47,1.31803,36.0557,33.6409,36.7041
923,49668758,979431,Active,61,,,90.89,0.952266,92.1776,90.594,89.9026
924,49669481,866360,Active,60,,,89.63,0.725303,89.8102,88.6702,90.4203
925,49669694,5286813,Active,36,,,53.79,1.26635,55.5696,53.0639,52.7332
926,49669778,917385,Inactive,7,,,11.24,3.75782,7.10083,10.4278,16.1969
927,49669908,4191572,Active,89,,,131.26,1.40415,133.213,130.603,129.969
928,49670254,23933133,Active,42,,,63.06,1.42989,63.8122,61.0609,64.3136
929,49670651,22554206,Active,21,,,31.95,2.84994,33.0064,28.0594,34.7984
930,49671099,24021944,Active,35,,,51.81,3.32523,48.4113,50.6843,56.3214
931,49671141,9562832,Inactive,0,,,-0.58,1.43646,1.40127,-1.1914,-1.95515
932,49671819,5713277,Active,22,,,32.92,1.851,30.9044,35.3742,32.4805
933,49671830,2779879,Active,36,,,54.31,1.48807,56.3963,53.0283,53.5051
934,49671876,2824481,Inactive,15,,,22.76,2.7567,19.5055,26.2453,22.5178
935,49671956,755656,Active,52,,,77.86,0.980364,78.8619,76.5282,78.1856
936,49673124,4216259,Active,29,,,43.38,4.98698,50.0253,38.0078,42.1193
937,49673350,9684646,Active,32,,,48.5,1.14725,48.8096,46.9701,49.7297
938,49673495,16246673,Active,29,,,43.91,1.29241,43.8457,45.5277,42.3641
939,49673517,2390034,Inactive,0,,,-4.22,1.98571,-4.65932,-1.5945,-6.39782
940,49673809,7958162,Inactive,2,,,3.09,0.376623,3.5566,2.63417,3.0831
941,49673996,2335552,Inactive,4,,,6.31,2.66153,3.28729,5.88101,9.76403
942,49674159,1266032,Inactive,8,,,11.89,0.515732,12.4623,11.2113,11.9888
943,49674579,4844800,Inactive,7,,,10.95,2.18752,8.9498,9.90719,13.9942
944,49674959,4787271,Inactive,0,,,0.03,0.995833,-0.907525,1.40772,-0.414969
945,49675053,7502856,Active,20,,,30.43,1.3767,31.3167,28.49,31.4959
946,49675100,16300865,Active,18,,,27.75,1.85347,25.3937,29.9214,27.9478
947,49675153,3932964,Active,29,,,43.52,2.39658,46.8914,41.5576,42.1011
948,49675660,2341200,Inactive,13,,,19.75,1.25667,19.3221,21.4595,18.4724
949,49676621,2441437,Active,18,,,26.56,0.791965,26.7147,27.4379,25.5174
950,49676956,2353244,Active,40,,,59.78,0.772414,60.4487,58.7004,60.2011
951,49677026,16242189,Active,29,,,44.03,2.98606,44.2743,40.2575,47.5597
952,49677455,7217462,Inactive,0,,,-12.44,1.26468,-10.6482,-13.3585,-13.3027
953,49678326,7152105,Inactive,0,,,-4.25,1.90075,-3.59146,-2.31497,-6.83081
954,49678995,5295572,Active,32,,,48.47,2.5918,47.6314,45.7942,51.9756
955,49679344,759120,Active,35,,,52.78,1.64402,51.0713,52.2796,55.0023
956,49679600,17468290,Inactive,14,,,20.86,2.96214,17.7531,24.8457,19.9744
957,49679605,5300057,Active,39,,,58.56,1.66733,57.5261,60.9086,57.2352
958,49679743,24762073,Inactive,6,,,8.99,0.85352,8.44029,8.34145,10.1994
959,49679956,16295584,Inactive,6,,,10.02,1.73632,12.0611,7.81695,10.1782
960,49679961,2463899,Inactive,9,,,13.64,0.546116,14.2039,13.8133,12.9006
961,49680040,722392,Active,29,,,43.24,2.26274,40.3038,43.5937,45.8117
962,49680151,4842643,Active,17,,,25.23,0.791665,25.6141,24.1297,25.9525
963,49680201,16806371,Inactive,5,,,7.91,1.46805,6.03086,8.09785,9.61267
964,49680255,8933449,Inactive,2,,,3,1.6741,3.09219,5.00749,0.909698
965,49680381,723113,Active,16,,,24.86,1.93975,26.8317,22.2253,25.5374
966,49680439,4848486,Active,20,,,30.71,1.33532,32.5602,29.4459,30.1371
967,49680751,4851485,Active,19,,,29.19,3.4961,24.2527,31.9348,31.3711
968,49680816,4584575,Inactive,6,,,9.67,3.25525,5.30704,10.5685,13.1265
969,49680992,54691676,Inactive,2,,,4.25,1.47102,2.34145,5.92268,4.47644
970,49680993,54691673,Inactive,0,,,1.14,3.12896,5.55735,-0.935566,-1.21593
971,49714036,24789413,Inactive,2,,,4.01,2.94119,-0.14566,6.09796,6.08911
972,49715130,20862681,Inactive,11,,,17.66,1.98909,16.0986,16.4079,20.4642
973,49716724,22584172,Active,21,,,32.32,1.46727,32.343,30.5084,34.1022
974,49716806,22584201,Active,31,,,46.55,1.1532,44.9801,46.9333,47.7239
975,49717579,20917974,Active,17,,,25.12,0.929609,24.342,24.5911,26.4267
976,49719594,20959045,Inactive,14,,,21.29,1.62654,22.3995,22.4843,18.9922
977,49719604,20959061,Inactive,9,,,13.97,1.90867,16.5443,13.39,11.9785
978,49719642,16031719,Inactive,11,,,17.23,0.270017,17.4353,16.8506,17.4107
979,49719647,16031740,Active,25,,,37.09,2.27031,39.4221,34.0117,37.8301
980,49719679,20959088,Inactive,14,,,21.73,2.07259,24.6591,20.4431,20.1018
981,49719726,16031742,Active,16,,,24.42,1.43249,24.4595,22.6487,26.157
982,49719728,22583585,Active,19,,,28.23,1.83767,27.357,26.5436,30.7844
983,49719823,16031870,Inactive,14,,,20.87,1.53396,19.8041,23.0367,19.7616
984,49719859,16024380,Inactive,12,,,17.97,1.42672,16.4799,17.529,19.8914
985,49720418,24791153,Inactive,5,,,7.86,0.67857,7.39713,8.82188,7.36813
986,49720738,20886483,Active,34,,,51.34,0.74547,50.4995,52.3117,51.2117
987,49721398,16012865,Active,63,,,93.26,3.80273,95.7546,87.8918,96.1481
988,49721493,16436607,Active,25,,,38.11,5.60813,34.0469,34.2529,46.0452
989,49721505,16012896,Active,69,,,102.19,1.59603,100.609,104.375,101.585
990,49721781,22518975,Inactive,11,,,16.37,1.30196,18.0209,16.2567,14.838
991,49721823,16446684,Active,43,,,63.65,9.43611,69.3917,71.2097,50.3457
992,49721830,16446370,Active,38,,,56.47,5.91039,49.5952,55.7858,64.0243
993,49721831,16446093,Inactive,15,,,23.52,15.9424,40.7189,27.5474,2.29594
994,49721837,16446369,Active,26,,,39.27,5.3434,40.5031,32.1925,45.1047
995,49721870,20900947,Active,27,,,40.07,0.620188,39.5373,40.9419,39.7384
996,49721912,16014472,Inactive,3,,,5.38,1.28692,7.18867,4.31603,4.62818
997,49722025,16446988,Inactive,10,,,15.93,4.71301,10.3902,15.498,21.9101
998,49722425,20901978,Active,39,,,57.89,1.81541,59.9878,55.559,58.1195
999,49722582,20901989,Active,26,,,38.91,1.18599,38.3114,37.8607,40.5715
1000,49722789,20901964,Active,33,,,49.1,1.12437,49.5389,47.5585,50.2062
1001,49723161,20901962,Inactive,10,,,15.91,0.328281,16.2266,15.4545,16.035
1002,49723163,20900948,Active,49,,,72.69,2.54395,74.3281,69.0941,74.6397
1003,49723304,20900953,Active,30,,,45.41,0.508693,45.5236,45.9626,44.7332
1004,49723305,16019362,Inactive,12,,,18.67,2.22003,16.7008,17.5328,21.7707
1005,49723310,20900935,Active,49,,,73.16,0.769126,72.2218,74.1057,73.1485
1006,49723622,2965534,Active,55,,,82.33,2.44983,83.443,78.9358,84.6204
1007,49723904,2848041,Active,45,,,66.64,5.7238,69.1785,58.7109,72.0224
1008,49724047,20903718,Inactive,0,,,-5.74,1.36161,-4.67565,-4.87446,-7.65834
1009,49724859,4857906,Inactive,11,,,16.35,0.716855,16.5221,15.4004,17.1312
1010,49725815,24792346,Active,25,,,37.62,1.53555,36.6184,39.7928,36.4583
1011,49726577,1088984,Inactive,15,,,23.3,1.44754,25.269,22.8028,21.8297
1012,49726903,1442829,Active,60,,,89.61,1.96504,89.7917,91.9229,87.1197
1013,49727310,161167,Active,26,,,39.47,5.77319,31.4889,41.9754,44.9486
1014,49727625,856981,Active,18,,,27.6,1.81692,29.945,27.3284,25.5189
1015,49727630,24792443,Active,79,,,117.52,0.890717,118.694,117.315,116.541
1016,49728025,3168381,Inactive,2,,,3.77,1.76603,5.08549,4.94533,1.27106
1017,49728426,24792486,Active,45,,,67.04,0.600626,67.4085,66.1958,67.5236
1018,49728660,861738,Active,26,,,39.23,1.34948,41.0457,37.819,38.8108
1019,49729482,1511092,Active,20,,,30.03,0.893555,28.8222,30.3018,30.9587
1020,49729733,1442575,Active,29,,,43.14,4.50184,37.0036,47.6765,44.7412
1021,49730809,22519160,Inactive,9,,,14.3,0.973022,13.6392,13.5844,15.6753
1022,49731004,22548306,Active,38,,,56.48,1.08691,55.0051,56.821,57.5992
1023,49731057,17252813,Inactive,11,,,17.6,2.54725,19.8563,18.9008,14.0388
1024,49731195,24792817,Active,19,,,28.22,3.458,23.3252,30.5996,30.7203
1025,49731688,16437205,Active,56,,,83.29,3.92443,86.835,77.8194,85.2159
1026,49731814,16452489,Active,31,,,46.11,11.2573,52.8649,30.2444,55.2114
1027,49732092,1301702,Active,46,,,68.92,0.808847,68.2095,68.4951,70.0502
1028,49732136,16031868,Active,26,,,38.34,2.39864,39.0574,35.1036,40.8443
1029,49732461,24793157,Active,28,,,42.36,0.359787,42.6526,42.5722,41.8523
1030,49734086,24793479,Active,68,,,101.12,1.23926,102.805,100.714,99.8533
1031,49734219,1442810,Active,71,,,105.1,0.775775,105.914,105.333,104.056
1032,49734325,24793549,Inactive,15,,,23.17,3.21623,18.6282,25.241,25.6429
1033,49734493,16453200,Inactive,0,,,-5.28,2.82106,-6.2965,-8.11193,-1.43006
1034,49734782,20886481,Active,29,,,44.13,1.20802,44.0199,42.7081,45.6611
1035,49734947,22588051,Active,36,,,53.11,0.896612,52.1689,52.8549,54.3188
1036,49736999,2912708,Inactive,6,,,9.72,1.21831,8.58124,9.16802,11.4086
1037,49737251,1301094,Active,46,,,68.07,3.28221,64.0607,72.1004,68.0529
1038,49737436,24794165,Inactive,0,,,-0.01,1.43197,2.00163,-0.782247,-1.23827
1039,49737644,24794284,Active,35,,,52.67,0.928715,51.3642,53.4662,53.1685
1040,49816560,1247739,Active,54,,,80.59,1.12326,81.7143,79.0591,81.0111
1041,49816601,2205361,Active,99,,,146.14,1.15087,145.862,144.892,147.67
1042,49817087,6471056,Inactive,11,,,17.55,1.1473,18.7167,15.9923,17.9514
1043,49817340,24816782,Inactive,14,,,20.73,2.72257,18.1924,24.5042,19.4836
1044,49818359,24687564,Active,70,,,104.27,5.31491,98.3056,103.299,111.215
1045,49818963,1306775,Active,27,,,40.49,1.43348,40.9679,38.5434,41.9553
1046,49819073,2948144,Active,25,,,37.75,1.93324,35.3922,40.1275,37.721
1047,49820325,5927505,Active,29,,,42.84,1.61432,45.0673,42.1572,41.2938
1048,49821073,5931057,Inactive,8,,,12.46,3.97894,6.85279,14.8192,15.6987
1049,49821114,4342649,Active,47,,,70.04,0.8137,70.9939,70.1158,69.0053
1050,49821946,16406841,Active,37,,,54.59,0.68261,53.6237,55.1092,55.0312
1051,49822165,6464146,Active,22,,,32.47,2.46753,29.2475,35.2395,32.9295
1052,49822860,7693217,Active,45,,,66.54,1.13206,67.9932,66.4112,65.2299
1053,49823487,393650,Inactive,0,,,-0.64,0.794706,0.0574259,-1.7552,-0.23423
1054,49823841,24818595,Active,46,,,69.04,0.486371,68.516,68.9075,69.6862
1055,49824361,5416322,Inactive,14,,,21.6,3.76236,22.1159,25.9217,16.7499
1056,49824599,16438048,Active,61,,,90.65,3.90575,93.98,92.8009,85.1683
1057,49825257,2959558,Active,53,,,78.71,3.8562,82.7895,79.8162,73.5384
1058,49825517,24818986,Inactive,14,,,21.84,0.553046,21.577,21.3407,22.614
1059,49825635,5432756,Active,24,,,36.76,0.45652,36.2744,37.3716,36.6357
1060,49825659,24819007,Active,17,,,25.94,2.96813,27.129,28.8238,21.8535
1061,49825895,25237140,Inactive,9,,,14.48,0.903531,13.3551,15.5669,14.5279
1062,49826146,24819175,Active,26,,,39.26,1.26888,37.6129,39.4546,40.702
1063,49826219,24819248,Active,26,,,39.08,3.47341,34.6546,43.1377,39.4603
1064,49826897,24819468,Inactive,0,,,-0.7,0.436329,-1.30733,-0.291972,-0.510689
1065,49827170,1306325,Active,18,,,27.61,0.944499,27.6412,26.44,28.753
1066,49827225,5411990,Active,43,,,64.59,4.90768,59.6163,71.272,62.8961
1067,49827447,24238955,Active,27,,,40.91,4.90769,47.2656,40.1526,35.3163
1068,49827753,24240771,Active,18,,,26.57,0.852984,25.9002,26.0338,27.7727
1069,49828117,24819895,Inactive,10,,,15.94,1.62149,16.7564,17.3843,13.674
1070,49828159,24819918,Active,36,,,54.45,1.26245,54.4756,55.9767,52.8848
1071,49828404,16525813,Active,25,,,37.77,2.1873,38.4827,40.0133,34.8014
1072,49828490,17582869,Inactive,3,,,5.51,1.69886,7.69474,5.27844,3.55253
1073,49828571,24820014,Active,19,,,28.51,1.16325,30.1472,27.5487,27.8354
1074,49828900,3802907,Active,88,,,129.68,1.08842,128.799,131.212,129.025
1075,50085435,6763,Active,43,,,64.75,2.94973,63.3898,62.0128,68.8439
1076,50085462,24856169,Active,28,,,41.96,0.663047,42.7411,41.121,42.0307
1077,50085962,6426773,Active,46,,,68.88,2.24918,71.8534,68.3896,66.4112
1078,50085995,20833062,Active,28,,,41.73,3.26607,37.752,45.7519,41.6962
1079,50086060,646239,Inactive,9,,,14.43,0.944033,15.7619,13.6666,13.8672
1080,50086182,644442,Inactive,7,,,10.34,4.55158,14.5994,12.3938,4.03208
1081,50086678,646863,Active,49,,,72.49,2.15566,69.4443,74.07,73.9624
1082,50086747,644956,Active,47,,,70.45,3.84802,75.7993,68.6194,66.9208
1083,51085122,24891792,Inactive,9,,,14.5,3.13531,10.2758,17.7811,15.4387
1084,51085196,16806362,Active,42,,,62.47,1.84664,62.5318,60.1732,64.6951
1085,51085516,3361723,Inactive,0,,,-2.66,0.803394,-1.53409,-3.07608,-3.36395
1086,51085890,18561114,Inactive,5,,,8.51,1.01417,8.49521,7.28042,9.76442
1087,51085980,16807621,Inactive,2,,,2.97,2.26543,-0.0411693,3.53027,5.42264
1088,51086923,18578892,Inactive,14,,,21.34,1.86859,21.6576,23.4493,18.9059
1089,51087536,4093560,Inactive,0,,,-15.11,2.0581,-13.2598,-17.9799,-14.0866
1090,51087813,3381162,Inactive,0,,,-23.97,0.34363,-23.4858,-24.2557,-24.1655
1091,51087843,3741806,Inactive,11,,,17.6,2.19504,14.594,19.7776,18.4224
1092,51088308,5308895,Active,38,,,56.1,1.85426,53.5726,57.9636,56.7741
1093,51088635,3243380,Active,27,,,40.3,1.82213,40.2412,42.5556,38.0934
1094,51088957,16806361,Active,28,,,42.44,0.763799,43.5206,41.8558,41.949
1095,51089947,24892571,Inactive,15,,,22.45,6.11979,17.0768,19.2617,31.0126
1096,51090070,24892596,Inactive,7,,,10.39,1.30761,8.73624,11.9336,10.4986
1097,56316076,24979244,Active,25,,,37.05,1.15755,38.286,35.5024,37.3616
1098,56316564,7634362,Inactive,11,,,17.53,1.65692,18.9773,15.2066,18.392
1099,56317245,24687481,Active,25,,,37.85,0.156808,37.669,38.0514,37.8293
1100,56317647,24979973,Active,43,,,63.48,0.719219,62.4608,64.019,63.9519
1101,56318108,24980153,Active,33,,,49.07,2.77374,46.6423,52.9511,47.6124
1102,56318694,24980452,Active,17,,,25.47,2.41559,22.2846,28.1306,25.9992
1103,56320676,47936,Active,17,,,26.09,1.75239,27.9565,26.5732,23.7458
1104,56320746,9551998,Active,21,,,31.28,1.60654,29.0263,32.6432,32.1775
1105,56322332,17453519,Active,27,,,40.52,1.97091,41.3234,37.8064,42.4291
1106,56322643,31280,Active,24,,,35.87,0.481072,35.8938,35.2754,36.4533
1107,56322681,3357104,Inactive,8,,,12.11,1.61929,13.7436,9.90287,12.6811
1108,56322895,2950328,Active,35,,,52.6,0.221372,52.2966,52.7038,52.8104
1109,56323111,24982336,Inactive,15,,,22.23,0.38403,22.6952,21.7549,22.2463
1110,56323235,24686590,Inactive,0,,,0.2,3.59679,-3.3881,-1.12771,5.11665
1111,56323860,130606,Active,34,,,51.25,2.22867,49.3308,50.0511,54.3773
1112,56323986,24982756,Active,19,,,28.06,0.105368,28.1217,28.1447,27.9106
1113,56422424,25102425,Active,66,,,97.77,1.17438,98.1007,99.0116,96.1931
1114,56422585,662627,Inactive,3,,,4.57,1.94127,4.02168,7.17016,2.50988
1115,56422653,660380,Inactive,1,,,1.63,1.93273,-0.0293629,0.583851,4.34264
1116,56422662,54683837,Active,27,,,39.96,0.686308,39.0719,40.0769,40.7414
1117,56423605,661360,Active,19,,,29.17,3.93041,31.6096,23.6213,32.2692
1118,56436587,5101991,Inactive,14,,,21,6.16853,12.69,27.4588,22.8384
1119,56436692,24983197,Active,23,,,34.26,0.904264,33.0146,35.1322,34.6358
1120,56462896,25102494,Inactive,15,,,23.35,1.33879,21.9131,25.1348,22.9936
1121,56463120,168978,Inactive,10,,,16.01,2.62674,12.3235,18.2215,17.4994
1122,56463125,197690,Active,18,,,27.41,0.46713,27.3691,28.0081,26.8665
1123,56463253,6915727,Active,18,,,27.44,1.67654,28.9988,28.2035,25.112
1124,56463281,16220048,Inactive,4,,,7.23,0.612976,6.41943,7.36631,7.90202
1125,56463361,36314,Inactive,16,,,24.07,0.583511,23.3809,24.0202,24.8076
1126,56463468,5287620,Active,64,,,95.24,1.42582,96.8759,93.4007,95.439
1127,56463619,5282106,Active,29,,,44.18,1.64609,46.4852,43.3143,42.7429
1128,56463667,11972533,Active,62,,,92.47,0.633758,92.9372,91.5699,92.8902
1129,56463777,119304,Inactive,13,,,19.38,1.20375,20.076,17.6867,20.3777
1130,57256489,7759411,Inactive,4,,,6.8,0.612925,6.2348,6.51426,7.65201
1131,57256630,16332572,Active,69,,,102.14,0.194033,101.889,102.36,102.181
1132,57256962,16321208,Inactive,10,,,15.73,0.972776,17.1061,15.0308,15.0545
1133,57257007,7893958,Inactive,3,,,5.45,0.519526,4.72039,5.84338,5.8003
1134,57257462,25161654,Active,37,,,55.76,1.58192,53.5315,57.0445,56.7041
1135,57258097,25162199,Active,21,,,31.94,0.977783,32.1357,33.0224,30.6523
1136,57258797,25162767,Inactive,16,,,23.94,0.973448,23.4157,25.3016,23.095
1137,57259292,7754917,Active,35,,,52.16,1.3058,53.2634,50.3281,52.8962
1138,57259630,8179254,Active,30,,,45.53,0.142983,45.3255,45.6486,45.604
1139,57260905,6508428,Active,34,,,51.52,2.07463,48.866,53.93,51.7657
1140,57261279,3279941,Active,57,,,84.37,6.53933,83.1307,77.0574,92.9303
1141,57261517,2502269,Inactive,5,,,8.25,1.94097,9.47943,9.76493,5.51218
1142,57262481,4853713,Active,17,,,25.53,2.6355,22.5733,28.972,25.0321
1143,57262495,4853613,Inactive,15,,,22.63,0.912828,21.7568,23.8901,22.2435
1144,57262528,2412068,Active,22,,,33.26,0.635686,32.3736,33.6093,33.812
1145,57262950,8577801,Active,36,,,53.15,0.668696,53.4833,53.7542,52.2198
1146,57263340,8528787,Inactive,1,,,2.85,0.800257,1.72534,3.32143,3.5089
1147,57263816,8302969,Active,45,,,66.78,0.70119,67.6114,65.8963,66.8327
1148,57264007,16253310,Inactive,3,,,4.72,0.809421,5.68156,4.77216,3.70109
1149,57265011,16295580,Active,33,,,49.59,2.32688,52.7878,47.3136,48.676
1150,57265766,2457123,Active,29,,,42.86,1.43754,41.8157,44.8897,41.8653
1151,57266025,93149,Active,25,,,37.78,3.42544,34.7123,36.0639,42.5596
1152,57266320,2567379,Active,69,,,101.83,1.33946,103.663,101.337,100.496
1153,57266541,16290840,Active,29,,,43.68,3.13383,45.6191,46.1538,39.2548
1154,57266639,4853615,Active,22,,,32.95,2.39445,35.4278,29.7112,33.7053
1155,57267184,25163281,Inactive,16,,,24,0.651176,24.0984,23.1543,24.7397
1156,57268663,16330422,Active,20,,,29.5,0.781051,29.3094,28.6607,30.5437
1157,57268774,16277106,Inactive,6,,,9.35,0.945166,8.30738,10.5945,9.13989
1158,74373486,53299538,Inactive,5,,,8.61,2.25056,11.3912,5.87945,8.54632
1159,74373516,42601029,Inactive,10,,,16.05,1.33132,16.377,17.4935,14.2817
1160,74373654,56603528,Inactive,11,,,17.03,1.37007,17.3096,15.2269,18.5472
1161,74373706,42601182,Inactive,9,,,14.25,1.44967,12.2162,15.0751,15.4697
1162,74373710,42601186,Inactive,12,,,18.7,1.88428,18.2162,21.2161,16.6784
1163,74373714,42601190,Inactive,10,,,16.19,0.302384,16.4332,15.7638,16.3731
1164,85146097,44142070,Inactive,1,,,1.73,1.18761,3.27513,0.38963,1.5126
1165,85146191,31055126,Active,18,,,27.42,0.603479,26.5819,27.9745,27.7077
1166,85146466,44142330,Inactive,7,,,10.33,1.03853,11.7486,9.95351,9.29
1167,85146581,44142439,Inactive,10,,,16.13,0.730312,16.7589,16.5154,15.1024
1168,85147444,406563,Inactive,11,,,17.26,0.226,16.9385,17.4492,17.3788
1169,85198149,25058268,Active,56,,,83.24,0.973861,82.9297,82.2288,84.554
1170,85198150,25058271,Active,64,,,94.66,0.95675,95.4312,93.3146,95.2443
1171,85198187,25058270,Active,94,,,139.29,0.375036,139.757,139.281,138.839
1172,85198195,25058265,Active,45,,,67.01,0.813306,68.1481,66.3209,66.5471
1173,85198285,25058269,Active,31,,,46.03,0.371191,46.0611,46.4745,45.5664
1174,85198584,5035506,Inactive,0,,,-6.56,2.12084,-3.60302,-7.5819,-8.48508
1175,85198853,2565490,Active,68,,,101,3.2905,105.528,99.6769,97.8023
1176,85198953,9207942,Active,67,,,100.17,1.06678,100.81,98.6661,101.032
1177,85199032,8762613,Active,36,,,53.74,1.65145,51.4753,54.3564,55.375
1178,85200438,44201560,Inactive,4,,,6.84,3.00324,6.13341,10.8186,3.56436
1179,85268571,726754,Active,16,,,24.77,0.807199,23.7445,24.8426,25.7175
1180,85268842,2519269,Active,53,,,79.29,0.502704,79.916,79.2741,78.685
1181,85270636,3505680,Active,30,,,44.42,2.23414,46.6195,45.287,41.3566
